# ell,D_ell
1152,6.2701691030e+02
1153,6.2802834825e+02
1154,6.2911960084e+02
1155,6.3030225385e+02
1156,6.3156560795e+02
1157,6.3291382056e+02
1158,6.3434362073e+02
1159,6.3585173751e+02
1160,6.3743489994e+02
1161,6.3908983709e+02
1162,6.4082070635e+02
1163,6.4261680842e+02
1164,6.4448230071e+02
1165,6.4641391226e+02
1166,6.4840094378e+02
1167,6.5044755266e+02
1168,6.5255046797e+02
1169,6.5471384710e+02
1170,6.5692699075e+02
1171,6.5919405632e+02
1172,6.6151177287e+02
1173,6.6387686944e+02
1174,6.6628607509e+02
1175,6.6873611887e+02
1176,6.7123115818e+02
1177,6.7376792207e+02
1178,6.7633571124e+02
1179,6.7894611145e+02
1180,6.8158842339e+02
1181,6.8425937612e+02
1182,6.8696312703e+02
1183,6.8969640519e+02
1184,6.9245593963e+02
1185,6.9523845942e+02
1186,6.9804069360e+02
1187,7.0086679957e+02
1188,7.0371350639e+02
1189,7.0657754310e+02
1190,7.0944821041e+02
1191,7.1234452243e+02
1192,7.1524835149e+02
1193,7.1816385500e+02
1194,7.2109519037e+02
1195,7.2403165829e+02
1196,7.2696998782e+02
1197,7.2991433635e+02
1198,7.3286886129e+02
1199,7.3582286335e+02
1200,7.3877307156e+02
1201,7.4172369895e+02
1202,7.4467175264e+02
1203,7.4761429539e+02
1204,7.5055581828e+02
1205,7.5348595571e+02
1206,7.5640919877e+02
1207,7.5932261020e+02
1208,7.6223068110e+02
1209,7.6513047421e+02
1210,7.6801162393e+02
1211,7.7087862135e+02
1212,7.7373595757e+02
1213,7.7657326697e+02
1214,7.7939504065e+02
1215,7.8220576971e+02
1216,7.8498766019e+02
1217,7.8775263153e+02
1218,7.9049774648e+02
1219,7.9322006777e+02
1220,7.9590922981e+02
1221,7.9858458039e+02
1222,8.0122089720e+02
1223,8.0383752804e+02
1224,8.0641667894e+02
1225,8.0897026936e+02
1226,8.1148793368e+02
1227,8.1397416301e+02
1228,8.1642602008e+02
1229,8.1884799598e+02
1230,8.2122972512e+02
1231,8.2356827024e+02
1232,8.2586812242e+02
1233,8.2813377277e+02
1234,8.3034742732e+02
1235,8.3252100553e+02
1236,8.3464414178e+02
1237,8.3672132717e+02
1238,8.3874962444e+02
1239,8.4072609633e+02
1240,8.4264780560e+02
1241,8.4451924332e+02
1242,8.4633747226e+02
1243,8.4809212680e+02
1244,8.4978769803e+02
1245,8.5142124870e+02
1246,8.5299726990e+02
1247,8.5450539603e+02
1248,8.5595011817e+02
1249,8.5732107073e+02
1250,8.5863017315e+02
1251,8.5986007827e+02
1252,8.6101751116e+02
1253,8.6210964371e+02
1254,8.6312879110e+02
1255,8.6408212520e+02
1256,8.6496938953e+02
1257,8.6579032764e+02
1258,8.6654468304e+02
1259,8.6722477091e+02
1260,8.6785261983e+02
1261,8.6840568828e+02
1262,8.6889857649e+02
1263,8.6933102798e+02
1264,8.6969535794e+02
1265,8.6999873823e+02
1266,8.7023348404e+02
1267,8.7041419559e+02
1268,8.7053318807e+02
1269,8.7059020499e+02
1270,8.7058498990e+02
1271,8.7051728630e+02
1272,8.7039426610e+02
1273,8.7020824445e+02
1274,8.6995822206e+02
1275,8.6965137080e+02
1276,8.6928520569e+02
1277,8.6885947026e+02
1278,8.6837390805e+02
1279,8.6782826257e+02
1280,8.6722302019e+02
1281,8.6655792444e+02
1282,8.6583271884e+02
1283,8.6504714693e+02
1284,8.6420095223e+02
1285,8.6329462110e+02
1286,8.6232715424e+02
1287,8.6129903800e+02
1288,8.6020927309e+02
1289,8.5905760303e+02
1290,8.5784525701e+02
1291,8.5657049290e+02
1292,8.5523305422e+02
1293,8.5383268450e+02
1294,8.5236987011e+02
1295,8.5084212606e+02
1296,8.4925068155e+02
1297,8.4759379444e+02
1298,8.4587195110e+02
1299,8.4408340938e+02
1300,8.4222791280e+02
1301,8.4030560754e+02
1302,8.3831750746e+02
1303,8.3626502906e+02
1304,8.3414958884e+02
1305,8.3197483182e+02
1306,8.2973994599e+02
1307,8.2744783351e+02
1308,8.2509991091e+02
1309,8.2269759467e+02
1310,8.2024155846e+02
1311,8.1773470447e+02
1312,8.1517770635e+02
1313,8.1257198061e+02
1314,8.0991894374e+02
1315,8.0722001227e+02
1316,8.0447660267e+02
1317,8.0169013147e+02
1318,7.9886201516e+02
1319,7.9599367024e+02
1320,7.9308577038e+02
1321,7.9014047492e+02
1322,7.8715920037e+02
1323,7.8414187755e+02
1324,7.8109066580e+02
1325,7.7800623878e+02
1326,7.7489001302e+02
1327,7.7174340499e+02
1328,7.6856708838e+02
1329,7.6536173685e+02
1330,7.6212950974e+02
1331,7.5887108071e+02
1332,7.5558638060e+02
1333,7.5227831158e+02
1334,7.4894680448e+02
1335,7.4559253298e+02
1336,7.4221765640e+02
1337,7.3882210558e+02
1338,7.3540803986e+02
1339,7.3197539008e+02
1340,7.2852482989e+02
1341,7.2505851863e+02
1342,7.2157638715e+02
1343,7.1807985194e+02
1344,7.1456884383e+02
1345,7.1104552217e+02
1346,7.0750981778e+02
1347,7.0396314716e+02
1348,7.0040544116e+02
1349,6.9683885910e+02
1350,6.9326333182e+02
1351,6.8968030948e+02
1352,6.8609063398e+02
1353,6.8249740942e+02
1354,6.7889408301e+02
1355,6.7529341567e+02
1356,6.7169034031e+02
1357,6.6808721816e+02
1358,6.6448641046e+02
1359,6.6088285011e+02
1360,6.5727889834e+02
1361,6.5367691639e+02
1362,6.5008669386e+02
1363,6.4649573528e+02
1364,6.4291383026e+02
1365,6.3934334001e+02
1366,6.3577176910e+02
1367,6.3221633546e+02
1368,6.2867197197e+02
1369,6.2513361154e+02
1370,6.2161847210e+02
1371,6.1810662983e+02
1372,6.1461530269e+02
1373,6.1113942357e+02
1374,6.0768135370e+02
1375,6.0423602597e+02
1376,6.0081322998e+02
1377,5.9741532696e+02
1378,5.9403724981e+02
1379,5.9068135977e+02
1380,5.8734258973e+02
1381,5.8403815762e+02
1382,5.8075556800e+02
1383,5.7749718209e+02
1384,5.7426536115e+02
1385,5.7106989475e+02
1386,5.6790571580e+02
1387,5.6476775719e+02
1388,5.6166580849e+02
1389,5.5859480262e+02
1390,5.5556452914e+02
1391,5.5256992097e+02
1392,5.4961333933e+02
1393,5.4670457382e+02
1394,5.4383112897e+02
1395,5.4099536604e+02
1396,5.3820707460e+02
1397,5.3546861591e+02
1398,5.3276749449e+02
1399,5.3012092830e+02
1400,5.2751642187e+02
1401,5.2497089459e+02
1402,5.2247035821e+02
1403,5.2002281098e+02
1404,5.1762882279e+02
1405,5.1528153519e+02
1406,5.1298151809e+02
1407,5.1072934137e+02
1408,5.0853300329e+02
1409,5.0637821704e+02
1410,5.0428040922e+02
1411,5.0222529303e+02
1412,5.0022086671e+02
1413,4.9826027182e+02
1414,4.9635150659e+02
1415,4.9448771258e+02
1416,4.9267688804e+02
1417,4.9091217451e+02
1418,4.8920157024e+02
1419,4.8753821677e+02
1420,4.8592268401e+02
1421,4.8435554185e+02
1422,4.8283736019e+02
1423,4.8137613727e+02
1424,4.7995758630e+02
1425,4.7858970552e+02
1426,4.7727306483e+02
1427,4.7600080578e+02
1428,4.7478092661e+02
1429,4.7361399722e+02
1430,4.7250058751e+02
1431,4.7143383902e+02
1432,4.7042175001e+02
1433,4.6945746202e+02
1434,4.6854897329e+02
1435,4.6768942539e+02
1436,4.6688681654e+02
1437,4.6613428831e+02
1438,4.6543241058e+02
1439,4.6478918161e+02
1440,4.6420517129e+02
1441,4.6367352117e+02
1442,4.6319480115e+02
1443,4.6276958112e+02
1444,4.6240585934e+02
1445,4.6209677734e+02
1446,4.6184290503e+02
1447,4.6165224066e+02
1448,4.6151792577e+02
1449,4.6144053026e+02
1450,4.6142805237e+02
1451,4.6148073063e+02
1452,4.6159004964e+02
1453,4.6175459098e+02
1454,4.6198036458e+02
1455,4.6226595203e+02
1456,4.6260993490e+02
1457,4.6301089478e+02
1458,4.6345998488e+02
1459,4.6396321515e+02
1460,4.6451916715e+02
1461,4.6512642248e+02
1462,4.6578356271e+02
1463,4.6648916942e+02
1464,4.6724182418e+02
1465,4.6804010859e+02
1466,4.6889003256e+02
1467,4.6978274934e+02
1468,4.7072426884e+02
1469,4.7170574430e+02
1470,4.7272575729e+02
1471,4.7379774610e+02
1472,4.7490543561e+02
1473,4.7604740740e+02
1474,4.7723709974e+02
1475,4.7845823752e+02
1476,4.7972425901e+02
1477,4.8102631744e+02
1478,4.8236299440e+02
1479,4.8374029982e+02
1480,4.8514938691e+02
1481,4.8659626562e+02
1482,4.8807208918e+02
1483,4.8958286750e+02
1484,4.9113461053e+02
1485,4.9271104314e+02
1486,4.9432560361e+02
1487,4.9596201682e+02
1488,4.9763372105e+02
1489,4.9933929788e+02
1490,5.0106618637e+02
1491,5.0282411061e+02
1492,5.0461016653e+02
1493,5.0642367853e+02
1494,5.0826322819e+02
1495,5.1012888276e+02
1496,5.1201996667e+02
1497,5.1393654715e+02
1498,5.1587720578e+02
1499,5.1784200983e+02
1500,5.1983028369e+02
1501,5.2184126025e+02
1502,5.2387529191e+02
1503,5.2592966818e+02
1504,5.2800390708e+02
1505,5.3009752665e+02
1506,5.3220855923e+02
1507,5.3433578002e+02
1508,5.3647870703e+02
1509,5.3863611546e+02
1510,5.4080678049e+02
1511,5.4298947732e+02
1512,5.4518520964e+02
1513,5.4739126696e+02
1514,5.4960791014e+02
1515,5.5183465722e+02
1516,5.5406954053e+02
1517,5.5631207812e+02
1518,5.5856178799e+02
1519,5.6081670251e+02
1520,5.6307633969e+02
1521,5.6533947473e+02
1522,5.6760488282e+02
1523,5.6987133914e+02
1524,5.7213836171e+02
1525,5.7440472574e+02
1526,5.7666994923e+02
1527,5.7893206455e+02
1528,5.8119058972e+02
1529,5.8344504275e+02
1530,5.8569345602e+02
1531,5.8793534753e+02
1532,5.9016874964e+02
1533,5.9239392322e+02
1534,5.9460890061e+02
1535,5.9681245701e+02
1536,5.9900411043e+02
1537,6.0118115040e+02
1538,6.0334458062e+02
1539,6.0549243342e+02
1540,6.0762348401e+02
1541,6.0973650757e+02
1542,6.1183176497e+02
1543,6.1390654571e+02
1544,6.1596111066e+02
1545,6.1799274934e+02
1546,6.2000172260e+02
1547,6.2198680564e+02
1548,6.2394528797e+02
1549,6.2587743045e+02
1550,6.2778126544e+02
1551,6.2965574710e+02
1552,6.3150054553e+02
1553,6.3331625263e+02
1554,6.3510123181e+02
1555,6.3685607496e+02
1556,6.3858063116e+02
1557,6.4027474948e+02
1558,6.4193827899e+02
1559,6.4357106876e+02
1560,6.4517222503e+02
1561,6.4674159687e+02
1562,6.4827977618e+02
1563,6.4978512637e+02
1564,6.5125898217e+02
1565,6.5269970699e+02
1566,6.5410789273e+02
1567,6.5548190279e+02
1568,6.5682232909e+02
1569,6.5812902068e+02
1570,6.5940034098e+02
1571,6.6063762471e+02
1572,6.6183849246e+02
1573,6.6300353611e+02
1574,6.6413260475e+02
1575,6.6522480461e+02
1576,6.6627924193e+02
1577,6.6729650861e+02
1578,6.6827571089e+02
1579,6.6921669783e+02
1580,6.7011783284e+02
1581,6.7097970783e+02
1582,6.7180142903e+02
1583,6.7258210268e+02
1584,6.7332083501e+02
1585,6.7401673226e+02
1586,6.7467038633e+02
1587,6.7528016063e+02
1588,6.7584516138e+02
1589,6.7636523767e+02
1590,6.7683949573e+02
1591,6.7726704179e+02
1592,6.7764772492e+02
1593,6.7797990853e+02
1594,6.7826344169e+02
1595,6.7849743063e+02
1596,6.7868023875e+02
1597,6.7881245795e+02
1598,6.7889245165e+02
1599,6.7891858324e+02
1600,6.7889218746e+02
1601,6.7881040226e+02
1602,6.7867437786e+02
1603,6.7848478184e+02
1604,6.7824228180e+02
1605,6.7794754532e+02
1606,6.7760049718e+02
1607,6.7720254779e+02
1608,6.7675362192e+02
1609,6.7625438716e+02
1610,6.7570551110e+02
1611,6.7510766134e+02
1612,6.7446150547e+02
1613,6.7376696824e+02
1614,6.7302471726e+02
1615,6.7223542011e+02
1616,6.7139974439e+02
1617,6.7051761486e+02
1618,6.6958969911e+02
1619,6.6861592189e+02
1620,6.6759695081e+02
1621,6.6653345345e+02
1622,6.6542535458e+02
1623,6.6427332179e+02
1624,6.6307727983e+02
1625,6.6183789630e+02
1626,6.6055583879e+02
1627,6.5923028923e+02
1628,6.5786265805e+02
1629,6.5645286999e+02
1630,6.5500084983e+02
1631,6.5350726516e+02
1632,6.5197204072e+02
1633,6.5039510129e+02
1634,6.4877785729e+02
1635,6.4711949065e+02
1636,6.4541992611e+02
1637,6.4368057412e+02
1638,6.4190061659e+02
1639,6.4008072111e+02
1640,6.3822081246e+02
1641,6.3632081537e+02
1642,6.3438139746e+02
1643,6.3240248347e+02
1644,6.3038474100e+02
1645,6.2832735198e+02
1646,6.2623098399e+02
1647,6.2409556179e+02
1648,6.2192101015e+02
1649,6.1970799666e+02
1650,6.1745570323e+02
1651,6.1516492350e+02
1652,6.1283695515e+02
1653,6.1047099341e+02
1654,6.0806994769e+02
1655,6.0563301320e+02
1656,6.0316087083e+02
1657,6.0065568714e+02
1658,5.9811740020e+02
1659,5.9554743373e+02
1660,5.9294572579e+02
1661,5.9031370010e+02
1662,5.8765129473e+02
1663,5.8496067622e+02
1664,5.8224178265e+02
1665,5.7949529490e+02
1666,5.7672189386e+02
1667,5.7392300326e+02
1668,5.7109930400e+02
1669,5.6825073413e+02
1670,5.6537871737e+02
1671,5.6248393463e+02
1672,5.5956706679e+02
1673,5.5662879474e+02
1674,5.5367054221e+02
1675,5.5069224726e+02
1676,5.4769533361e+02
1677,5.4468048216e+02
1678,5.4164911664e+02
1679,5.3860043226e+02
1680,5.3553585275e+02
1681,5.3245754468e+02
1682,5.2936396044e+02
1683,5.2625726657e+02
1684,5.2313814398e+02
1685,5.2000727356e+02
1686,5.1686533620e+02
1687,5.1371301280e+02
1688,5.1055172707e+02
1689,5.0738215991e+02
1690,5.0420424939e+02
1691,5.0101941922e+02
1692,4.9782909313e+02
1693,4.9463246634e+02
1694,4.9143244826e+02
1695,4.8822749127e+02
1696,4.8502050476e+02
1697,4.8181142679e+02
1698,4.7860019543e+02
1699,4.7538897723e+02
1700,4.7217845308e+02
1701,4.6896922722e+02
1702,4.6576159728e+02
1703,4.6255652707e+02
1704,4.5935423756e+02
1705,4.5615569256e+02
1706,4.5296037020e+02
1707,4.4976923429e+02
1708,4.4658250581e+02
1709,4.4340189140e+02
1710,4.4022612636e+02
1711,4.3705691733e+02
1712,4.3389374245e+02
1713,4.3073756554e+02
1714,4.2758935039e+02
1715,4.2444931798e+02
1716,4.2131843211e+02
1717,4.1819617094e+02
1718,4.1508349825e+02
1719,4.1198212070e+02
1720,4.0889077359e+02
1721,4.0581190640e+02
1722,4.0274499726e+02
1723,3.9969026715e+02
1724,3.9665016554e+02
1725,3.9362342774e+02
1726,3.9061101756e+02
1727,3.8761464163e+02
1728,3.8463377810e+02
1729,3.8166939077e+02
1730,3.7872244346e+02
1731,3.7579315712e+02
1732,3.7288249559e+02
1733,3.6999067981e+02
1734,3.6711867361e+02
1735,3.6426669795e+02
1736,3.6143720231e+02
1737,3.5862966484e+02
1738,3.5584504933e+02
1739,3.5308431961e+02
1740,3.5034843946e+02
1741,3.4763837271e+02
1742,3.4495434032e+02
1743,3.4229730610e+02
1744,3.3966749103e+02
1745,3.3706734458e+02
1746,3.3449560206e+02
1747,3.3195397011e+02
1748,3.2944415536e+02
1749,3.2696489313e+02
1750,3.2451937573e+02
1751,3.2210690421e+02
1752,3.1972829981e+02
1753,3.1738346384e+02
1754,3.1507155478e+02
1755,3.1279247395e+02
1756,3.1054686549e+02
1757,3.0833388790e+02
1758,3.0615344249e+02
1759,3.0400543057e+02
1760,3.0189049629e+02
1761,2.9980779813e+02
1762,2.9775723742e+02
1763,2.9573945829e+02
1764,2.9375361924e+02
1765,2.9180110725e+02
1766,2.8988108079e+02
1767,2.8799344119e+02
1768,2.8613883260e+02
1769,2.8431715633e+02
1770,2.8252831370e+02
1771,2.8077220602e+02
1772,2.7904873461e+02
1773,2.7735854362e+02
1774,2.7570079154e+02
1775,2.7407686534e+02
1776,2.7248518068e+02
1777,2.7092712453e+02
1778,2.6940259823e+02
1779,2.6791076023e+02
1780,2.6645299755e+02
1781,2.6502846864e+02
1782,2.6363781767e+02
1783,2.6228094595e+02
1784,2.6095849764e+02
1785,2.5966963120e+02
1786,2.5841573364e+02
1787,2.5719670625e+02
1788,2.5601170754e+02
1789,2.5486212448e+02
1790,2.5374785838e+02
1791,2.5266806773e+02
1792,2.5162413952e+02
1793,2.5061597506e+02
1794,2.4964273283e+02
1795,2.4870579981e+02
1796,2.4780433450e+02
1797,2.4693972387e+02
1798,2.4611112640e+02
1799,2.4531992909e+02
1800,2.4456529041e+02
1801,2.4384847542e+02
1802,2.4316877582e+02
1803,2.4252536137e+02
1804,2.4191814467e+02
1805,2.4134703833e+02
1806,2.4081121211e+02
1807,2.4030983579e+02
1808,2.3984282195e+02
1809,2.3940934037e+02
1810,2.3900930365e+02
1811,2.3864188156e+02
1812,2.3830698670e+02
1813,2.3800378883e+02
1814,2.3773220056e+02
1815,2.3749213449e+02
1816,2.3728276039e+02
1817,2.3710399085e+02
1818,2.3695499565e+02
1819,2.3683568739e+02
1820,2.3674523583e+02
1821,2.3668355357e+02
1822,2.3665055322e+02
1823,2.3664466171e+02
1824,2.3666579165e+02
1825,2.3671459846e+02
1826,2.3678950908e+02
1827,2.3689043611e+02
1828,2.3701729215e+02
1829,2.3716998981e+02
1830,2.3734695602e+02
1831,2.3754958905e+02
1832,2.3777631582e+02
1833,2.3802704895e+02
1834,2.3830095820e+02
1835,2.3859795617e+02
1836,2.3891795547e+02
1837,2.3925938301e+02
1838,2.3962289426e+02
1839,2.4000691612e+02
1840,2.4041210405e+02
1841,2.4083762780e+02
1842,2.4128265715e+02
1843,2.4174784752e+02
1844,2.4223162587e+02
1845,2.4273390477e+02
1846,2.4325459685e+02
1847,2.4379361469e+02
1848,2.4434864239e+02
1849,2.4492107824e+02
1850,2.4550934915e+02
1851,2.4611337966e+02
1852,2.4673314198e+02
1853,2.4736713459e+02
1854,2.4801608446e+02
1855,2.4867923289e+02
1856,2.4935656404e+02
1857,2.5004657637e+02
1858,2.5074999686e+02
1859,2.5146532398e+02
1860,2.5219402754e+02
1861,2.5293312035e+02
1862,2.5368407222e+02
1863,2.5444612445e+02
1864,2.5521851835e+02
1865,2.5600049523e+02
1866,2.5679129639e+02
1867,2.5759164882e+02
1868,2.5840079381e+02
1869,2.5921722985e+02
1870,2.6004168390e+02
1871,2.6087339728e+02
1872,2.6171086845e+02
1873,2.6255482440e+02
1874,2.6340376359e+02
1875,2.6425841300e+02
1876,2.6511727111e+02
1877,2.6598032205e+02
1878,2.6684680714e+02
1879,2.6771596767e+02
1880,2.6858704497e+02
1881,2.6946076599e+02
1882,2.7033562923e+02
1883,2.7121087597e+02
1884,2.7208574753e+02
1885,2.7296022806e+02
1886,2.7383430169e+02
1887,2.7470572405e+02
1888,2.7557522214e+02
1889,2.7644129441e+02
1890,2.7730392502e+02
1891,2.7816235526e+02
1892,2.7901656928e+02
1893,2.7986506556e+02
1894,2.8070708539e+02
1895,2.8154261292e+02
1896,2.8237088946e+02
1897,2.8319115632e+02
1898,2.8400265479e+02
1899,2.8480462619e+02
1900,2.8559705467e+02
1901,2.8637780053e+02
1902,2.8714811416e+02
1903,2.8790712211e+02
1904,2.8865543661e+02
1905,2.8939218422e+02
1906,2.9011797716e+02
1907,2.9083194199e+02
1908,2.9153394810e+02
1909,2.9222535055e+02
1910,2.9290453306e+02
1911,2.9357136503e+02
1912,2.9422645867e+02
1913,2.9486894055e+02
1914,2.9549868005e+02
1915,2.9611628941e+02
1916,2.9672089517e+02
1917,2.9731236674e+02
1918,2.9789057349e+02
1919,2.9845612766e+02
1920,2.9900741297e+02
1921,2.9954504164e+02
1922,3.0006888307e+02
1923,3.0057806381e+02
1924,3.0107393892e+02
1925,3.0155414929e+02
1926,3.0201930714e+02
1927,3.0247002470e+02
1928,3.0290468570e+02
1929,3.0332390235e+02
1930,3.0372754405e+02
1931,3.0411473735e+02
1932,3.0448460882e+02
1933,3.0483851350e+02
1934,3.0517483513e+02
1935,3.0549418593e+02
1936,3.0579569245e+02
1937,3.0607922409e+02
1938,3.0634465024e+02
1939,3.0659109745e+02
1940,3.0681843512e+02
1941,3.0702653263e+02
1942,3.0721525937e+02
1943,3.0738448475e+02
1944,3.0753259247e+02
1945,3.0766019477e+02
1946,3.0776716103e+02
1947,3.0785261782e+02
1948,3.0791643452e+02
1949,3.0795773768e+02
1950,3.0797639671e+02
1951,3.0797311998e+02
1952,3.0794677199e+02
1953,3.0789779907e+02
1954,3.0782664753e+02
1955,3.0773376370e+02
1956,3.0761885107e+02
1957,3.0748235597e+02
1958,3.0732472471e+02
1959,3.0714566079e+02
1960,3.0694561052e+02
1961,3.0672502025e+02
1962,3.0648285060e+02
1963,3.0622103359e+02
1964,3.0593852986e+02
1965,3.0563504291e+02
1966,3.0531250472e+02
1967,3.0496987595e+02
1968,3.0460686009e+02
1969,3.0422538913e+02
1970,3.0382368090e+02
1971,3.0340292454e+02
1972,3.0296356639e+02
1973,3.0250456709e+02
1974,3.0202711581e+02
1975,3.0153165887e+02
1976,3.0101715693e+02
1977,3.0048405630e+02
1978,2.9993280331e+02
1979,2.9936310145e+02
1980,2.9877613987e+02
1981,2.9817087924e+02
1982,2.9754850871e+02
1983,2.9690873177e+02
1984,2.9625125191e+02
1985,2.9557725828e+02
1986,2.9488571154e+02
1987,2.9417780086e+02
1988,2.9345322970e+02
1989,2.9271170158e+02
1990,2.9195440564e+02
1991,2.9118104537e+02
1992,2.9039132427e+02
1993,2.8958494581e+02
1994,2.8876384200e+02
1995,2.8792623065e+02
1996,2.8707404376e+02
1997,2.8620624198e+02
1998,2.8532252880e+02
1999,2.8442483621e+02
2000,2.8351138204e+02
2001,2.8258411543e+02
2002,2.8164208287e+02
2003,2.8068583367e+02
2004,2.7971591715e+02
2005,2.7873288260e+02
2006,2.7773653652e+02
2007,2.7672668538e+02
2008,2.7570462132e+02
2009,2.7467015083e+02
2010,2.7362382322e+02
2011,2.7256544496e+02
2012,2.7149556536e+02
2013,2.7041399091e+02
2014,2.6932201374e+02
2015,2.6821944035e+02
2016,2.6710607720e+02
2017,2.6598395928e+02
2018,2.6485140739e+02
2019,2.6371045652e+02
2020,2.6256017031e+02
2021,2.6140184091e+02
2022,2.6023601763e+02
2023,2.5906176411e+02
2024,2.5788037249e+02
2025,2.5669239210e+02
2026,2.5549688657e+02
2027,2.5429514806e+02
2028,2.5308772586e+02
2029,2.5187442647e+02
2030,2.5065579919e+02
2031,2.4943313617e+02
2032,2.4820550105e+02
2033,2.4697344315e+02
2034,2.4573825461e+02
2035,2.4449974191e+02
2036,2.4325845437e+02
2037,2.4201419845e+02
2038,2.4076826631e+02
2039,2.3952046442e+02
2040,2.3827134210e+02
2041,2.3702070582e+02
2042,2.3576984774e+02
2043,2.3451931716e+02
2044,2.3326892056e+02
2045,2.3201995008e+02
2046,2.3077221222e+02
2047,2.2952551343e+02
2048,2.2828188871e+02
2049,2.2704114453e+02
2050,2.2580383021e+02
2051,2.2456969595e+02
2052,2.2333975250e+02
2053,2.2211346870e+02
2054,2.2089105618e+02
2055,2.1967272661e+02
2056,2.1845943448e+02
2057,2.1724990576e+02
2058,2.1604583778e+02
2059,2.1484595653e+02
2060,2.1365195933e+02
2061,2.1246257215e+02
2062,2.1127949233e+02
2063,2.1010144584e+02
2064,2.0892938719e+02
2065,2.0776427084e+02
2066,2.0660482279e+02
2067,2.0545199753e+02
2068,2.0430674954e+02
2069,2.0316780481e+02
2070,2.0203686066e+02
2071,2.0091338591e+02
2072,1.9979684937e+02
2073,1.9868894838e+02
2074,1.9758915174e+02
2075,1.9649841396e+02
2076,1.9541546100e+02
2077,1.9434199019e+02
2078,1.9327747036e+02
2079,1.9222285599e+02
2080,1.9117835873e+02
2081,1.9014419024e+02
2082,1.8912056217e+02
2083,1.8810768617e+02
2084,1.8710577390e+02
2085,1.8611652268e+02
2086,1.8513791566e+02
2087,1.8417165016e+02
2088,1.8321868067e+02
2089,1.8227773318e+02
2090,1.8134976217e+02
2091,1.8043497929e+02
2092,1.7953359620e+02
2093,1.7864656739e+02
2094,1.7777410451e+02
2095,1.7691567638e+02
2096,1.7607298031e+02
2097,1.7524548514e+02
2098,1.7443340252e+02
2099,1.7363768692e+02
2100,1.7285780718e+02
2101,1.7209464701e+02
2102,1.7134806422e+02
2103,1.7061784587e+02
2104,1.6990377900e+02
2105,1.6920639349e+02
2106,1.6852473356e+02
2107,1.6786007193e+02
2108,1.6721070997e+02
2109,1.6657866323e+02
2110,1.6596223310e+02
2111,1.6536269230e+02
2112,1.6477908502e+02
2113,1.6421194116e+02
2114,1.6366030494e+02
2115,1.6312544906e+02
2116,1.6260641774e+02
2117,1.6210374086e+02
2118,1.6161646264e+02
2119,1.6114585579e+02
2120,1.6069022170e+02
2121,1.6025157591e+02
2122,1.5982821980e+02
2123,1.5942068325e+02
2124,1.5903023899e+02
2125,1.5865444555e+02
2126,1.5829531850e+02
2127,1.5795190203e+02
2128,1.5762472604e+02
2129,1.5731357756e+02
2130,1.5701750083e+02
2131,1.5673776854e+02
2132,1.5647342492e+02
2133,1.5622499985e+02
2134,1.5599228037e+02
2135,1.5577579637e+02
2136,1.5557533490e+02
2137,1.5538994016e+02
2138,1.5522088489e+02
2139,1.5506795611e+02
2140,1.5493094089e+02
2141,1.5480962627e+02
2142,1.5470454213e+02
2143,1.5461473269e+02
2144,1.5454147066e+02
2145,1.5448380026e+02
2146,1.5444150853e+02
2147,1.5441512535e+02
2148,1.5440443779e+02
2149,1.5440997570e+02
2150,1.5443078332e+02
2151,1.5446736058e+02
2152,1.5451934482e+02
2153,1.5458708627e+02
2154,1.5466944950e+02
2155,1.5476752756e+02
2156,1.5487944219e+02
2157,1.5500628646e+02
2158,1.5514766776e+02
2159,1.5530245065e+02
2160,1.5547172821e+02
2161,1.5565436498e+02
2162,1.5585071121e+02
2163,1.5606037429e+02
2164,1.5628296162e+02
2165,1.5651808060e+02
2166,1.5676608145e+02
2167,1.5702657157e+02
2168,1.5729915837e+02
2169,1.5758344924e+02
2170,1.5787979440e+02
2171,1.5818705843e+02
2172,1.5850633439e+02
2173,1.5883648684e+02
2174,1.5917786601e+02
2175,1.5953007930e+02
2176,1.5989273411e+02
2177,1.6026543783e+02
2178,1.6064779787e+02
2179,1.6104016444e+02
2180,1.6144214496e+02
2181,1.6185260398e+02
2182,1.6227263456e+02
2183,1.6270110128e+02
2184,1.6313835436e+02
2185,1.6358325837e+02
2186,1.6403616353e+02
2187,1.6449742008e+02
2188,1.6496514975e+02
2189,1.6544044560e+02
2190,1.6592291502e+02
2191,1.6641142259e+02
2192,1.6690631854e+02
2193,1.6740721025e+02
2194,1.6791296230e+02
2195,1.6842466774e+02
2196,1.6894193398e+02
2197,1.6946362558e+02
2198,1.6998934994e+02
2199,1.7051945728e+02
2200,1.7105355501e+02
2201,1.7159127334e+02
2202,1.7213233378e+02
2203,1.7267648064e+02
2204,1.7322420109e+02
2205,1.7377449663e+02
2206,1.7432711156e+02
2207,1.7488253306e+02
2208,1.7543976260e+02
2209,1.7599928736e+02
2210,1.7656085166e+02
2211,1.7712345697e+02
2212,1.7768759047e+02
2213,1.7825299648e+02
2214,1.7881941932e+02
2215,1.7938586048e+02
2216,1.7995354995e+02
2217,1.8052148923e+02
2218,1.8108942264e+02
2219,1.8165635167e+02
2220,1.8222350631e+02
2221,1.8278988805e+02
2222,1.8335524122e+02
2223,1.8392005297e+02
2224,1.8448258196e+02
2225,1.8504405819e+02
2226,1.8560274030e+02
2227,1.8615985829e+02
